id,t,y,a,c,v
89.0,7.0,1.0245571,0.59055746,1.4579173,-24.532665
89.0,8.0,1.10984,0.16040534,1.2205054,-16.172607
89.0,9.0,1.8883351,0.050755057,1.8670805,-7.832825
90.0,0.0,1.6338336,1.5213275,1.5987408,-87.80597
90.0,1.0,1.8003061,1.588184,1.7208303,-78.26436
90.0,2.0,1.382226,1.7016938,1.4774408,-68.982124
90.0,3.0,1.848502,1.6392642,1.9614893,-59.745758
90.0,4.0,1.5759242,1.5574255,1.8572328,-50.947037
90.0,5.0,1.3134542,1.30216,1.7047585,-42.277065
90.0,6.0,0.8535386,0.92944455,1.3800358,-33.707394
90.0,7.0,0.9796839,0.41117072,1.2914907,-25.12976
90.0,8.0,1.0215745,0.101391755,1.0823182,-16.667751
90.0,9.0,1.1354617,0.041477654,1.1424884,-8.227154
91.0,0.0,1.4027609,7.063849,2.0516462,-86.18299
91.0,1.0,1.4927325,6.5458813,2.1748073,-76.87643
91.0,2.0,1.5985842,5.983476,2.2646496,-67.809
91.0,3.0,1.4282701,5.425929,2.2676241,-58.958817
91.0,4.0,0.9494957,4.680179,1.8729635,-50.28678
91.0,5.0,0.8401504,3.833379,1.74511,-41.624115
91.0,6.0,0.73087,2.9881833,1.5427244,-33.07447
91.0,7.0,0.80499166,2.2207437,1.5702896,-24.591894
91.0,8.0,0.66585004,1.4851487,1.5564626,-16.293678
91.0,9.0,0.721642,0.6066693,1.2488657,-8.154234
92.0,0.0,2.147531,3.5871267,2.144224,-84.61253
92.0,1.0,2.622693,3.663708,2.5748453,-75.34695
92.0,2.0,2.2153294,3.7873015,2.432276,-66.431335
92.0,3.0,1.7703837,3.6432195,2.255188,-57.644127
92.0,4.0,1.9629406,3.2228727,2.5063066,-48.967323
92.0,5.0,1.2401959,2.7341905,1.916399,-40.553352
92.0,6.0,1.4350538,2.099987,2.0435128,-32.083385
92.0,7.0,1.119938,1.5219674,1.8193095,-23.835953
92.0,8.0,1.5644284,0.8393835,2.135405,-15.658991
92.0,9.0,1.8386197,0.27388456,2.0160713,-7.77292
93.0,0.0,0.88501006,6.0110307,1.5432172,-88.26688
93.0,1.0,0.86635166,5.462065,1.5675399,-78.69147
93.0,2.0,0.925078,4.8580375,1.6291909,-69.32222
93.0,3.0,1.0318542,4.2386985,1.7560043,-60.175724
93.0,4.0,0.70831263,3.5862737,1.4598572,-51.279095
93.0,5.0,0.57754755,2.8925805,1.3058504,-42.397854
93.0,6.0,0.7222652,2.2084465,1.3892038,-33.596672
93.0,7.0,0.93381727,1.5729673,1.6563045,-25.02472
93.0,8.0,0.70742077,0.8678367,1.3905735,-16.77064
93.0,9.0,0.62863535,0.1884531,0.7876003,-8.538944
94.0,0.0,2.1890705,7.4328923,2.6444948,-82.574486
94.0,1.0,2.706694,7.119865,2.9955344,-73.501175
94.0,2.0,2.7922812,6.970433,3.1565974,-64.71948
94.0,3.0,1.8882668,6.740936,2.7525082,-56.15837
94.0,4.0,2.6731393,5.9966273,3.559666,-47.652763
94.0,5.0,2.0742803,5.2143884,3.1415389,-39.528885
94.0,6.0,1.9507948,4.2317653,3.0333593,-31.467377
94.0,7.0,1.2742957,3.21347,2.1911497,-23.539368
94.0,8.0,1.5410621,2.3434858,2.3918998,-15.513067
94.0,9.0,1.2476652,1.5231103,2.1699862,-7.7159443
95.0,0.0,1.9965329,0.15189648,1.7499138,-87.57331
95.0,1.0,2.3490815,0.40664855,2.0254722,-78.11751
95.0,2.0,1.3987795,0.7451612,1.3080108,-68.98535
95.0,3.0,2.2139032,0.8529897,2.0355926,-59.635796
95.0,4.0,1.5528604,1.0523472,1.7309663,-50.869637
95.0,5.0,1.6421947,0.89208275,1.9108078,-42.138405
95.0,6.0,1.5445291,0.63619345,1.8649178,-33.665962
95.0,7.0,1.009704,0.3222497,1.249334,-25.34276
95.0,8.0,1.078329,0.084305905,1.1211435,-16.852623
95.0,9.0,0.8679447,0.04233815,0.88315654,-8.441721
96.0,0.0,2.0944996,4.5005846,2.20447,-85.41631
96.0,1.0,2.5217335,4.480219,2.5777028,-76.17636
96.0,2.0,2.241957,4.51454,2.5277133,-67.26175
96.0,3.0,1.6817281,4.315086,2.3058128,-58.508297
96.0,4.0,1.137206,3.7663274,1.8958197,-49.850735
96.0,5.0,1.3841567,3.0690956,2.1314087,-41.19857
96.0,6.0,1.058836,2.3692281,1.7311388,-32.818188
96.0,7.0,1.0538899,1.7315564,1.7716872,-24.432796
96.0,8.0,0.9671862,1.0344479,1.6984307,-16.23412
96.0,9.0,0.97215664,0.3093913,1.2318724,-8.165414
97.0,0.0,0.5640583,9.993758,1.8846382,-84.833534
97.0,1.0,0.5003806,8.850183,1.7312747,-75.44761
97.0,2.0,1.0226259,7.774784,2.1473532,-66.171
97.0,3.0,1.4805157,6.7857723,2.4831038,-57.273624
97.0,4.0,1.8446158,5.901208,2.9047163,-48.67995
97.0,5.0,1.3954005,4.9399056,2.484745,-40.3892
97.0,6.0,1.3683391,3.929144,2.410559,-32.13638
97.0,7.0,1.1078316,2.9458408,1.9624544,-24.024067
97.0,8.0,0.76510537,2.1338959,1.6628715,-15.908803
97.0,9.0,1.0012923,1.2613567,1.8906475,-7.8230066
98.0,0.0,2.0894246,4.758358,2.2302418,-83.91181
98.0,1.0,2.512385,4.7117763,2.5944169,-74.682594
98.0,2.0,2.2636704,4.724229,2.5634036,-65.773735
98.0,3.0,1.9364202,4.5147915,2.5347078,-57.032547
98.0,4.0,1.9807711,3.9964328,2.65623,-48.456535
98.0,5.0,1.8048761,3.388749,2.5804482,-40.091305
98.0,6.0,1.4097934,2.666507,2.1363618,-31.869623
98.0,7.0,2.0298479,1.9795294,2.6878936,-23.658754
98.0,8.0,1.4659622,1.3484529,2.23053,-15.794792
98.0,9.0,1.1278148,0.595801,1.6236502,-7.9430175
99.0,0.0,0.68858445,2.7468705,1.0064607,-92.49561
99.0,1.0,0.64237225,2.4785655,0.96951705,-82.502045
99.0,2.0,0.5956701,2.1953273,0.9335226,-72.67166
99.0,3.0,0.6734078,1.8953825,1.0302955,-63.001366
99.0,4.0,0.62797225,1.5698928,1.0227433,-53.617496
99.0,5.0,0.7179191,1.1991037,1.1745632,-44.414536
99.0,6.0,0.63836277,0.7576119,1.1432917,-35.5196
99.0,7.0,0.6203925,0.2578397,0.8290934,-26.779007
99.0,8.0,0.5673789,0.050141677,0.59500194,-17.933512
99.0,9.0,0.47337785,0.022978198,0.47996628,-8.972505
100.0,0.0,0.5326843,6.450765,1.3464104,-89.70091
100.0,1.0,0.4637745,5.752081,1.2957472,-79.993965
100.0,2.0,0.539502,5.020519,1.3589303,-70.44461
100.0,3.0,0.42735144,4.286827,1.2513851,-61.13069
100.0,4.0,0.45158476,3.5334625,1.2150236,-51.927486
100.0,5.0,0.45487854,2.8265548,1.1797311,-42.88171
100.0,6.0,0.62115514,2.1445942,1.2912257,-33.99068
100.0,7.0,0.6349554,1.5046161,1.3999208,-25.3558
100.0,8.0,0.71943665,0.7547458,1.3317056,-16.961739
100.0,9.0,0.53659105,0.14538449,0.6576157,-8.694359
